Predio;I.D. Faena;N° Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;60.241;60241;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;26;Litros;0;Hectareas;0;2,25;0;0;26;Total;35;0;EEIII;EEIII 3 A;29;2,25;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;910;Real;;;;;
El espejo;60.243;60243;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,32;0;0;50;Total;35;0;EEIII;EEIII 3 B;30;4,32;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.750,00;Real;;;;;
El espejo;60.245;60245;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;35;0;EEIII;EEIII 3 B;31;4,26;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.750,00;Real;;;;;
El espejo;60.246;60246;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;53;Litros;0;Hectareas;0;4,54;0;0;53;Total;34;0;EEIII;EEIII 3 B;32;4,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.802,00;Real;;;;;
El espejo;60.249;60249;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;36;0;EEIII;EEIII 3 B;33;4,26;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;36;1.800,00;Real;;;;;
El espejo;60.250;60250;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;35;0;EEIII;EEIII 3 B;34;4,26;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.750,00;Real;;;;;
El espejo;60.252;60252;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;51;Litros;0;Hectareas;0;4,32;0;0;51;Total;34;0;EEIII;EEIII 3 B;35;4,32;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.734,00;Real;;;;;
El espejo;60.254;60254;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;51;Litros;0;Hectareas;0;4,32;0;0;51;Total;35;0;EEIII;EEIII 3 B;36;4,32;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.785,00;Real;;;;;
El espejo;60.255;60255;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;47;Litros;0;Hectareas;0;4,06;0;0;47;Total;35;0;EEIII;EEIII 3 B;38;4,06;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.648,00;Real;;;;;
El espejo;60.256;60256;Gral;;2/4/2025;;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;4,23;0;0;49;Total;35;0;EEIII;EEIII 4;39;4,23;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.715,00;Real;;;;;
El espejo;60.258;60258;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;4,23;0;0;49;Total;35;0;EEIII;EEIII 4;40;4,23;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.716,00;Real;;;;;
El espejo;60.259;60259;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;45;Litros;0;Hectareas;0;3,86;0;0;45;Total;34;0;EEIII;EEIII 4;41;3,86;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.530,00;Real;;;;;
El espejo;60.261;60261;Gral;;2/4/2025;;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,23;0;0;50;Total;34;0;EEIII;EEIII 4;42;4,23;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.263;60263;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;4,23;0;0;49;Total;36;0;EEIII;EEIII 4;43;4,23;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;36;1.765,00;Real;;;;;
El espejo;60.265;60265;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;43;Litros;0;Hectareas;0;3,65;0;0;43;Total;34;0;EEIII;EEIII 4;44;3,65;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.462,00;Real;;;;;
El espejo;60.266;60266;Gral;;2/4/2025;;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;35;0;EEIII;EEIII 4;45;4,26;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.750,00;Real;;;;;
El espejo;60.268;60268;Gral;;2/4/2025;;p-88;NUTRI  1516 M;;;;45;Litros;0;Hectareas;0;3,83;0;0;45;Total;35;0;EEIII;EEIII 4;46;3,83;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.575,00;Real;;;;;
El espejo;60.270;60270;Uva;;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;34;Litros;0;Hectareas;0;2,83;0;0;34;Total;32;0;EEIII;EEIII 4;47;2,83;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;32;1.088,00;Real;;;;;
El espejo;58.797;58797;Uva;Selma;2/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;178;Litros;0;Hectareas;0;5,54;0;0;178;Total;18;0;EEII;EEII 1;3;5,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;18;3.208,00;Real;;;;;
El espejo;58.798;58798;Uva;Selma;2/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;179;Litros;0;Hectareas;0;5,54;0;0;179;Total;17;0;EEII;EEII 1;4;5,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;17;3.031,00;Real;;;;;
El espejo;58.816;58816;Uva;Flame;2/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;179;Litros;0;Hectareas;0;5,54;0;0;179;Total;16;0;EEII;EEII 1;11;5,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;16;2.852,00;Real;;;;;
El espejo;58.817;58817;Uva;Flame;2/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;179;Litros;0;Hectareas;0;5,54;0;0;179;Total;17;0;EEII;EEII 1;12;5,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;17;3.028,00;Real;;;;;
El espejo;58.822;58822;Uva;Selma;2/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;179;Litros;0;Hectareas;0;5,54;0;0;179;Total;18;0;EEII;EEII 1;7;5,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;18;3.222,00;Real;;;;;
El espejo;58.823;58823;Uva;Selma;2/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;179;Litros;0;Hectareas;0;5,54;0;0;179;Total;18;0;EEII;EEII 1;8;5,54;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;18;3.222,00;Real;;;;;
El espejo;58.824;58824;Uva;Fiesta;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;52;Litros;0;Hectareas;0;2,28;0;0;52;Total;14;0;EEII;EEII 2;14;2,28;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;14;741;Real;;;;;
El espejo;58.825;58825;Uva;Fiesta;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;112;Litros;0;Hectareas;0;4,9;0;0;112;Total;14;0;EEII;EEII 2;16;4,9;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;14;1.607,00;Real;;;;;
El espejo;58.826;58826;Uva;Fiesta;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;2,12;0;0;49;Total;15;0;EEII;EEII 2;18;2,12;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;15;779;Real;;;;;
El espejo;58.827;58827;Uva;Fiesta;2/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;107;Litros;0;Hectareas;0;4,68;0;0;107;Total;14;0;EEII;EEII 2;20;4,68;2/4/2025;;2/4/2025;;0;0;0;3/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;14;1.537,00;Real;;;;;
El espejo;60.190;60190;Uva;Fiesta;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;43;Litros;0;Hectareas;0;3,64;0;0;43;Total;34;0;EEIII;EEIII 3 A;22;3,64;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.462,00;Real;;;;;
El espejo;60.192;60192;Uva;Fiesta;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;43;Litros;0;Hectareas;0;3,64;0;0;43;Total;34;0;EEIII;EEIII 3 A;23;3,64;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.462,00;Real;;;;;
El espejo;60.193;60193;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;43;Litros;0;Hectareas;0;3,64;0;0;43;Total;31;0;EEIII;EEIII 3 A;24;3,64;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;31;1.333,00;Real;;;;;
El espejo;60.195;60195;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;23;Litros;0;Hectareas;0;2;0;0;23;Total;32;0;EEIII;EEIII 3 A;25;2;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;32;756;Real;;;;;
El espejo;60.197;60197;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;33;Litros;0;Hectareas;0;2,8;0;0;33;Total;34;0;EEIII;EEIII 3 A;26;2,8;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.122,00;Real;;;;;
El espejo;60.199;60199;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;33;Litros;0;Hectareas;0;2,85;0;0;33;Total;34;0;EEIII;EEIII 3 A;27;2,85;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.122,00;Real;;;;;
El espejo;60.200;60200;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,28;0;0;50;Total;34;0;EEIII;EEIII 3 A;28;4,28;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.202;60202;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;26;Litros;0;Hectareas;0;2,25;0;0;26;Total;32;0;EEIII;EEIII 3 A;29;2,25;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;32;832;Real;;;;;
El espejo;60.204;60204;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,32;0;0;50;Total;34;0;EEIII;EEIII 3 B;30;4,32;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.205;60205;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;34;0;EEIII;EEIII 3 B;31;4,26;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.207;60207;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;53;Litros;0;Hectareas;0;4,54;0;0;53;Total;31;0;EEIII;EEIII 3 B;32;4,54;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;31;1.643,00;Real;;;;;
El espejo;60.208;60208;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;35;0;EEIII;EEIII 3 B;33;4,26;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.750,00;Real;;;;;
El espejo;60.210;60210;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;34;0;EEIII;EEIII 3 B;34;4,26;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.211;60211;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;51;Litros;0;Hectareas;0;4,32;0;0;51;Total;31;0;EEIII;EEIII 3 B;35;4,32;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;31;1.581,00;Real;;;;;
El espejo;60.212;60212;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;51;Litros;0;Hectareas;0;4,32;0;0;51;Total;34;0;EEIII;EEIII 3 B;36;4,32;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.734,00;Real;;;;;
El espejo;60.213;60213;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;34;0;EEIII;EEIII 3 B;37;4,26;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.215;60215;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;47;Litros;0;Hectareas;0;4,06;0;0;47;Total;32;0;EEIII;EEIII 3 B;38;4,06;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;32;1.507,00;Real;;;;;
El espejo;60.217;60217;Gral;;1/4/2025;;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;4,23;0;0;49;Total;34;0;EEIII;EEIII 4;39;4,23;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.666,00;Real;;;;;
El espejo;60.219;60219;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;4,23;0;0;49;Total;34;0;EEIII;EEIII 4;40;4,23;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.667,00;Real;;;;;
El espejo;60.220;60220;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;45;Litros;0;Hectareas;0;3,86;0;0;45;Total;31;0;EEIII;EEIII 4;41;3,86;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;31;1.395,00;Real;;;;;
El espejo;60.222;60222;Gral;;1/4/2025;;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,23;0;0;50;Total;33;0;EEIII;EEIII 4;42;4,23;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;33;1.650,00;Real;;;;;
El espejo;60.224;60224;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;49;Litros;0;Hectareas;0;4,23;0;0;49;Total;35;0;EEIII;EEIII 4;43;4,23;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;35;1.716,00;Real;;;;;
El espejo;60.225;60225;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;43;Litros;0;Hectareas;0;3,65;0;0;43;Total;31;0;EEIII;EEIII 4;44;3,65;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;31;1.333,00;Real;;;;;
El espejo;60.227;60227;Gral;;1/4/2025;;p-88;NUTRI  1516 M;;;;50;Litros;0;Hectareas;0;4,26;0;0;50;Total;34;0;EEIII;EEIII 4;45;4,26;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.700,00;Real;;;;;
El espejo;60.229;60229;Gral;;1/4/2025;;p-88;NUTRI  1516 M;;;;45;Litros;0;Hectareas;0;3,83;0;0;45;Total;34;0;EEIII;EEIII 4;46;3,83;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;34;1.530,00;Real;;;;;
El espejo;60.230;60230;Uva;;1/4/2025;Cosecha/Postcosecha;p-88;NUTRI  1516 M;;;;34;Litros;0;Hectareas;0;2,83;0;0;34;Total;30;0;EEIII;EEIII 4;47;2,83;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;30;1.020,00;Real;;;;;
El espejo;58.756;58756;Uva;Selma;1/4/2025;Cosecha/Postcosecha;p-84;NUTRI 1406 M;;;;178;Litros;0;Hectareas;0;5,54;0;0;178;Total;19;0;EEII;EEII 1;1;5,54;1/4/2025;;1/4/2025;;0;0;0;2/4/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 0,00;;0;;0;20;3.564,75;Real;;;;;
